query_id,text,gold_sql,pred_sql,complexity,EM,EX,valid,latency_ms,model_succeeded
0,Tìm áo thun,SELECT * FROM products WHERE name LIKE '%áo thun%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%áo thun%' LIMIT 10;,simple,1,1,True,1499.4385242462158,True
124,Sản phẩm thương hiệu Zara,"SELECT p.name, pr.current_price FROM products p JOIN brands b ON p.brand_id = b.brand_id JOIN product_pricing pr ON p.product_id = pr.product_id WHERE b.brand_name LIKE '%Zara%' LIMIT 10;",SELECT * FROM products JOIN brands b ON brand_id = b.id WHERE b.name = 'Zara';,medium,0,0,True,1913.9559268951416,True
125,Sản phẩm có đánh giá trên 4.1 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.1 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.1;,medium,0,0,True,1083.3683013916016,True
126,Sản phẩm có đánh giá trên 4.2 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.2 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.2;,medium,0,0,True,1090.5351638793945,True
127,Sản phẩm có đánh giá trên 4.3 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.3 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.3;,medium,0,0,True,1087.0599746704102,True
128,Sản phẩm có đánh giá trên 4.4 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.4 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.4;,medium,0,0,True,1087.3174667358398,True
129,Sản phẩm có đánh giá trên 3.5 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.5 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.5;,medium,0,0,True,1086.0867500305176,True
130,Sản phẩm có đánh giá trên 3.6 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.6 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.6;,medium,0,0,True,1089.8783206939697,True
131,Sản phẩm có đánh giá trên 3.7 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.7 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.7;,medium,0,0,True,1090.7580852508545,True
132,Sản phẩm có đánh giá trên 3.8 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.8 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.8;,medium,0,0,True,1090.904712677002,True
133,Sản phẩm có đánh giá trên 3.9 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.9 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.9;,medium,0,0,True,1090.8207893371582,True
134,Sản phẩm có đánh giá trên 4.0 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.0 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.0;,medium,0,0,True,1089.3504619598389,True
135,Sản phẩm có đánh giá trên 4.1 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.1 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.1;,medium,0,0,True,1084.3536853790283,True
136,Sản phẩm có đánh giá trên 4.2 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.2 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.2;,medium,0,0,True,1089.432954788208,True
137,Sản phẩm có đánh giá trên 4.3 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.3 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.3;,medium,0,0,True,1090.369701385498,True
138,Sản phẩm có đánh giá trên 4.4 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.4 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.4;,medium,0,0,True,1088.0539417266846,True
139,Sản phẩm có đánh giá trên 3.5 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.5 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.5;,medium,0,0,True,1089.099645614624,True
140,Sản phẩm có đánh giá trên 3.6 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.6 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.6;,medium,0,0,True,1087.8794193267822,True
141,Sản phẩm có đánh giá trên 3.7 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.7 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.7;,medium,0,0,True,1087.9995822906494,True
142,Sản phẩm có đánh giá trên 3.8 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.8 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.8;,medium,0,0,True,1094.1226482391357,True
143,Sản phẩm có đánh giá trên 3.9 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.9 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.9;,medium,0,0,True,1088.0436897277832,True
144,Sản phẩm có đánh giá trên 4.0 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.0 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.0;,medium,0,0,True,1088.3588790893555,True
145,Sản phẩm có đánh giá trên 4.1 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.1 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.1;,medium,0,0,True,1088.1729125976562,True
146,Sản phẩm có đánh giá trên 4.2 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.2 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.2;,medium,0,0,True,1089.6716117858887,True
147,Sản phẩm có đánh giá trên 4.3 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.3 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.3;,medium,0,0,True,1089.0631675720215,True
148,Sản phẩm có đánh giá trên 4.4 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.4 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.4;,medium,0,0,True,1087.747573852539,True
149,Sản phẩm có đánh giá trên 3.5 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.5 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.5;,medium,0,0,True,1093.1673049926758,True
150,Sản phẩm có đánh giá trên 3.6 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.6 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.6;,medium,0,0,True,1090.2965068817139,True
151,Sản phẩm có đánh giá trên 3.7 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.7 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.7;,medium,0,0,True,1090.358018875122,True
152,Sản phẩm có đánh giá trên 3.8 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.8 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.8;,medium,0,0,True,1095.773696899414,True
153,Sản phẩm có đánh giá trên 3.9 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.9 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.9;,medium,0,0,True,1093.9357280731201,True
154,Sản phẩm có đánh giá trên 4.0 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.0 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.0;,medium,0,0,True,1095.6611633300781,True
155,Sản phẩm có đánh giá trên 4.1 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.1 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.1;,medium,0,0,True,1093.703031539917,True
156,Sản phẩm có đánh giá trên 4.2 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.2 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.2;,medium,0,0,True,1091.1002159118652,True
157,Sản phẩm có đánh giá trên 4.3 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.3 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.3;,medium,0,0,True,1095.4573154449463,True
158,Sản phẩm có đánh giá trên 4.4 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.4 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.4;,medium,0,0,True,1093.3268070220947,True
159,Sản phẩm có đánh giá trên 3.5 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.5 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.5;,medium,0,0,True,1093.6341285705566,True
160,Sản phẩm có đánh giá trên 3.6 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.6 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.6;,medium,0,0,True,1088.921070098877,True
161,Sản phẩm có đánh giá trên 3.7 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.7 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.7;,medium,0,0,True,1094.926357269287,True
162,Sản phẩm có đánh giá trên 3.8 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.8 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.8;,medium,0,0,True,1092.5440788269043,True
163,Sản phẩm có đánh giá trên 3.9 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.9 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.9;,medium,0,0,True,1093.3685302734375,True
164,Sản phẩm có đánh giá trên 4.0 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.0 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.0;,medium,0,0,True,1090.5261039733887,True
165,Sản phẩm có đánh giá trên 4.1 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.1 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.1;,medium,0,0,True,1090.3220176696777,True
166,Sản phẩm có đánh giá trên 4.2 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.2 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.2;,medium,0,0,True,1088.9971256256104,True
167,Sản phẩm có đánh giá trên 4.3 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.3 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.3;,medium,0,0,True,1086.8332386016846,True
168,Sản phẩm có đánh giá trên 4.4 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.4 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.4;,medium,0,0,True,1086.0192775726318,True
169,Sản phẩm có đánh giá trên 3.5 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.5 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.5;,medium,0,0,True,1089.723825454712,True
170,Sản phẩm có đánh giá trên 3.6 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.6 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.6;,medium,0,0,True,1087.2738361358643,True
171,Sản phẩm có đánh giá trên 3.7 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.7 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.7;,medium,0,0,True,1087.1236324310303,True
172,Sản phẩm có đánh giá trên 3.8 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.8 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.8;,medium,0,0,True,1088.9191627502441,True
173,Sản phẩm có đánh giá trên 3.9 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.9 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.9;,medium,0,0,True,1088.7131690979004,True
174,Sản phẩm có đánh giá trên 4.0 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.0 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.0;,medium,0,0,True,1088.1965160369873,True
175,Sản phẩm có đánh giá trên 4.1 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.1 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.1;,medium,0,0,True,1091.3922786712646,True
176,Sản phẩm có đánh giá trên 4.2 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.2 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.2;,medium,0,0,True,1093.0812358856201,True
177,Sản phẩm có đánh giá trên 4.3 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.3 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.3;,medium,0,0,True,1089.8818969726562,True
178,Sản phẩm có đánh giá trên 4.4 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.4 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.4;,medium,0,0,True,1091.0184383392334,True
179,Sản phẩm có đánh giá trên 3.5 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.5 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.5;,medium,0,0,True,1089.2369747161865,True
180,Sản phẩm có đánh giá trên 3.6 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.6 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.6;,medium,0,0,True,1092.4656391143799,True
181,Sản phẩm có đánh giá trên 3.7 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.7 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.7;,medium,0,0,True,1088.5987281799316,True
182,Sản phẩm có đánh giá trên 3.8 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.8 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.8;,medium,0,0,True,1091.9122695922852,True
183,Sản phẩm có đánh giá trên 3.9 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.9 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.9;,medium,0,0,True,1090.815544128418,True
184,Sản phẩm có đánh giá trên 4.0 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.0 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.0;,medium,0,0,True,1090.296983718872,True
185,Sản phẩm có đánh giá trên 4.1 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.1 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.1;,medium,0,0,True,1091.0637378692627,True
186,Sản phẩm có đánh giá trên 4.2 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.2 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.2;,medium,0,0,True,1090.0776386260986,True
187,Sản phẩm có đánh giá trên 4.3 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.3 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.3;,medium,0,0,True,1092.9362773895264,True
188,Sản phẩm có đánh giá trên 4.4 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.4 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.4;,medium,0,0,True,1088.965654373169,True
189,Sản phẩm có đánh giá trên 3.5 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.5 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.5;,medium,0,0,True,1092.2081470489502,True
190,Sản phẩm có đánh giá trên 3.6 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.6 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.6;,medium,0,0,True,1089.8876190185547,True
191,Sản phẩm có đánh giá trên 3.7 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.7 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.7;,medium,0,0,True,1087.2926712036133,True
192,Sản phẩm có đánh giá trên 3.8 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.8 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.8;,medium,0,0,True,1090.1212692260742,True
193,Sản phẩm có đánh giá trên 3.9 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.9 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.9;,medium,0,0,True,1086.8964195251465,True
194,Sản phẩm có đánh giá trên 4.0 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.0 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.0;,medium,0,0,True,1084.0153694152832,True
195,Sản phẩm có đánh giá trên 4.1 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.1 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.1;,medium,0,0,True,1087.674856185913,True
196,Sản phẩm có đánh giá trên 4.2 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.2 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.2;,medium,0,0,True,1090.6057357788086,True
197,Sản phẩm có đánh giá trên 4.3 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.3 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.3;,medium,0,0,True,1086.390495300293,True
198,Sản phẩm có đánh giá trên 4.4 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.4 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 4.4;,medium,0,0,True,1087.3868465423584,True
199,Sản phẩm có đánh giá trên 3.5 sao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 3.5 ORDER BY rv.rating_average DESC LIMIT 15;",SELECT * FROM products WHERE rating > 3.5;,medium,0,0,True,1087.9638195037842,True
200,Top 10 sản phẩm đánh giá cao nhất có giá dưới 1 triệu,"SELECT p.name, b.brand_name, c.category_name, pr.current_price, rv.rating_average, rv.review_count 
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE pr.current_price < 1000000 AND rv.rating_average >= 4.0 
ORDER BY rv.rating_average DESC, rv.review_count DESC 
LIMIT 10;","SELECT name, price, rating FROM products ORDER BY rating DESC, price ASC LIMIT 10;",complex,0,0,True,2034.6009731292725,True
201,Phân tích thị phần thương hiệu,"SELECT b.brand_name, 
COUNT(p.product_id) as product_count,
ROUND(COUNT(p.product_id) * 100.0 / (SELECT COUNT(*) FROM products), 2) as market_share_percent,
AVG(pr.current_price) as avg_price,
AVG(rv.rating_average) as avg_rating
FROM brands b 
JOIN products p ON b.brand_id = p.brand_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
GROUP BY b.brand_id, b.brand_name 
HAVING COUNT(p.product_id) >= 10
ORDER BY market_share_percent DESC 
LIMIT 20;","SELECT b.name, COUNT(*) AS product_count FROM products JOIN brands b ON brand_id = b.id GROUP BY b.name ORDER BY product_count DESC;",complex,0,0,True,2559.9818229675293,True
202,Top 5 sản phẩm bán chạy nhất trong danh mục Phụ kiện thời trang,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Phụ kiện thời trang'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 5;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Phụ kiện thời trang' ORDER BY review_count DESC LIMIT;",complex,0,0,True,3688.5735988616943,True
203,Top 6 sản phẩm bán chạy nhất trong danh mục Giày dép nam,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Giày dép nam'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 6;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Giày dép nam' ORDER BY review_count DESC LIMIT 6;",complex,0,0,True,3633.03542137146,True
204,Top 7 sản phẩm bán chạy nhất trong danh mục Túi nam,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Túi nam'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
LIMIT 7;","SELECT name, price, rating, review_count FROM products JOIN categories c ON category_id = c.id WHERE c.name = 'Túi nam' ORDER BY review_count DESC LIMIT 7;",complex,0,0,True,3567.038059234619,True
205,Top 8 sản phẩm bán chạy nhất trong danh mục Balo & Vali,"SELECT p.name, b.brand_name, pr.current_price, rv.rating_average, pr.quantity_sold
FROM products p 
JOIN brands b ON p.brand_id = b.brand_id 
JOIN categories c ON p.category_id = c.category_id 
JOIN product_pricing pr ON p.product_id = pr.product_id 
JOIN product_reviews rv ON p.product_id = rv.product_id 
WHERE c.category_name = 'Balo & Vali'
ORDER BY pr.quantity_sold DESC, rv.rating_average DESC 
